Tweet,Label,Emojis,😂,😭,😍,🔥,😊,😩,❤️,🇺🇸,❤,🤣
<user> beautiful like a baobab tree  ❤,1,['❤'],0,0,0,0,0,0,0,0,1,0
this was such a beautiful place!  😍  <url>,1,['😍'],0,0,1,0,0,0,0,0,0,0
<user> good luck nderr  😍,1,['😍'],0,0,1,0,0,0,0,0,0,0
<user> <user> you're so so pretty wah  😍,1,['😍'],0,0,1,0,0,0,0,0,0,0
<user> ahh thanks momma  😊,1,['😊'],0,0,0,0,1,0,0,0,0,0
<user> lmao  😂  4 cents coo too. it adds up  😑  💀  😂,1,"['😂', '😑', '💀', '😂']",1,0,0,0,0,0,0,0,0,0
<user> they are homeschooled  😊  hahaha jk. but yep,1,['😊'],0,0,0,0,1,0,0,0,0,0
"""hyung-a what about me""  😂  😂  😂 ",1,"['😂', '😂', '😂']",1,0,0,0,0,0,0,0,0,0
<user> is there a german equivalent do you think?  😊,1,['😊'],0,0,0,0,1,0,0,0,0,0
intellectual 😍  😍,1,"['😍', '😍']",0,0,1,0,0,0,0,0,0,0
oh but they are..  😁   😂   😂  the correct statement is some men are trash..,1,"['😁', '😂', '😂']",1,0,0,0,0,0,0,0,0,0
it makes my heart so happy to be surrounded by so many spanish speakers  😍,1,['😍'],0,0,1,0,0,0,0,0,0,0
"<user> rt to lick  😍 
like to smell  😍 

happened a few minutes ago  💦  <url>",1,"['😍', '😍', '💦']",0,0,1,0,0,0,0,0,0,0
"oh, what a happy way to start my day!  😊 ",1,['😊'],0,0,0,0,1,0,0,0,0,0
<user> this pure beautiful art that jimin is  😍  <url>,1,['😍'],0,0,1,0,0,0,0,0,0,0
i cant  😭  😂  😂  😭  😭  😭,1,"['😭', '😂', '😂', '😭', '😭', '😭']",1,1,0,0,0,0,0,0,0,0
"<user> simply breath-taking , you gotto love our black woman  😍 ",1,['😍'],0,0,1,0,0,0,0,0,0,0
"<user> <user> lmao xd  😂 
wtf does that even mean?",1,['😂'],1,0,0,0,0,0,0,0,0,0
😂   😂   😂  i've seen it all.,1,"['😂', '😂', '😂']",1,0,0,0,0,0,0,0,0,0
<user>  😂   😂   😂  you na big bro,1,"['😂', '😂', '😂']",1,0,0,0,0,0,0,0,0,0
<user> i really like being called lia. to more coffee shops  😂  1/2 joke,1,['😂'],1,0,0,0,0,0,0,0,0,0
"<user> happy day , happy family time  😊 ",1,['😊'],0,0,0,0,1,0,0,0,0,0
<user> wow okay  😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
"<user> hopefully, the good kind of mess!  😊 ",1,['😊'],0,0,0,0,1,0,0,0,0,0
<user> do stick figures count? i can do a pretty solid stick figure  😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
<user> just saying  😊,1,['😊'],0,0,0,0,1,0,0,0,0,0
<user> birthday presents already coming in  😊,1,['😊'],0,0,0,0,1,0,0,0,0,0
acquired my elgato hd60 again. stream will be live tonight  😊,1,['😊'],0,0,0,0,1,0,0,0,0,0
<user> nikubuyie tops za 20 bob to pimp the wardrobe  😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
"<user> i wish i didn't have to, i'm not gonna lie! but we do what we must  😊 ",1,['😊'],0,0,0,0,1,0,0,0,0,0
<user>  😂   😂   😂 . sorry state of us. 1999.,1,"['😂', '😂', '😂']",1,0,0,0,0,0,0,0,0,0
yeah  😊,1,['😊'],0,0,0,0,1,0,0,0,0,0
<user> <user> you love birds are not alright  😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
fave!!  😂  recruited  raquel and joyce. welcome to the club  😂  😂  <url>,1,"['😂', '😂', '😂']",1,0,0,0,0,0,0,0,0,0
"<user> hey, thanks for doing this  🌸  🌸  🌸  i'm anne and i draw all kinds of stuff  😊  <url>",1,"['🌸', '🌸', '🌸', '😊']",0,0,0,0,1,0,0,0,0,0
frst  <hashtag> eid for my princess  💃  😍  😘 .. 😍  😍  😍 .. <hashtag> niecelove .. <hashtag> famii  😘  😍 .. <hashtag> eidmubarak  😌  <url>,1,"['💃', '😍', '😘', '😍', '😍', '😍', '😘', '😍', '😌']",0,0,1,0,0,0,0,0,0,0
<user> lol.  i'm feeling the same  😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
"<user> <user> <user> udonminit!  😂  

please na... lemme be romantic, i'm begging you m'lady",1,['😂'],1,0,0,0,0,0,0,0,0,0
"<user> that is why he is inspiring..
<user>  🙏  😍 

his life is a lesson for me  😎  <url>",1,"['🙏', '😍', '😎']",0,0,1,0,0,0,0,0,0,0
<user> happy birthday baby we love and appreciate you so much  😭  have a nice birthday  💚,1,"['😭', '💚']",0,1,0,0,0,0,0,0,0,0
your love for mazoe and biscuits has no limits  😂  😂  😂,1,"['😂', '😂', '😂']",1,0,0,0,0,0,0,0,0,0
"<user> <user> <user> <user> shetre   😍 
 <hashtag> pailwaanboxingposter  😍 ",1,"['😍', '😍']",0,0,1,0,0,0,0,0,0,0
the most disrespectful diss shit still have me like damnn  😂  😂  😂,1,"['😂', '😂', '😂']",1,0,0,0,0,0,0,0,0,0
"<user> <user> gotta love how loud emily is though  😂  no shame, i love it!",1,['😂'],1,0,0,0,0,0,0,0,0,0
yass he deserved that wickett  😍  ... brilliant  bowlingg,1,['😍'],0,0,1,0,0,0,0,0,0,0
<user> id love to experience a tongue bath with you  😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
<user> i loved the ck outfits i got for chloe they were so cute  😍,1,['😍'],0,0,1,0,0,0,0,0,0,0
<user> at least he got to see the blimp  😊,1,['😊'],0,0,0,0,1,0,0,0,0,0
<user> fuckin rad man. i love that album  😊,1,['😊'],0,0,0,0,1,0,0,0,0,0
<user> graceful as always  😊,1,['😊'],0,0,0,0,1,0,0,0,0,0
<user> <user>  😂   😂   😂 ... someone please tell me about  the 6.95 version /anti-ban,1,"['😂', '😂', '😂']",1,0,0,0,0,0,0,0,0,0
<user> this guy is a clown  😂  😂  <url>,1,"['😂', '😂']",1,0,0,0,0,0,0,0,0,0
<user> <user> god will heal her in jesus' name. amen  😊,1,['😊'],0,0,0,0,1,0,0,0,0,0
<user> culture shock  😂  👌  <url>,1,"['😂', '👌']",1,0,0,0,0,0,0,0,0,0
me asf  😂  i start my day at like 5pm  😂,1,"['😂', '😂']",1,0,0,0,0,0,0,0,0,0
you're always great 😍  😍  😍  😍,1,"['😍', '😍', '😍', '😍']",0,0,1,0,0,0,0,0,0,0
<user> yes hopefully  😍,1,['😍'],0,0,1,0,0,0,0,0,0,0
"i want all the powerful things  😍 

more destiny 2 grinding, all day!

<url>",1,['😍'],0,0,1,0,0,0,0,0,0,0
<user> wish me luck  😭  💗  thank u for the ga  💙  <url>,1,"['😭', '💗', '💙']",0,1,0,0,0,0,0,0,0,0
<user> yamachan is a comedian and he is also a commentator on terrace house. aoi yu is a famous actress  😊,1,['😊'],0,0,0,0,1,0,0,0,0,0
<user> <user> <user> <user> <user> <user> that is awesome and warms my heart! i take it back then.  😊,1,['😊'],0,0,0,0,1,0,0,0,0,0
"<user> i need me a goon suit  🍷 
 😂   😂  😂  <url>",1,"['🍷', '😂', '😂', '😂']",1,0,0,0,0,0,0,0,0,0
<user> love ya always watch you for weather  😊,1,['😊'],0,0,0,0,1,0,0,0,0,0
<user> hello and welcome to  <hashtag> teamsfh to all of our new starters today  😊  👍  <url>,1,"['😊', '👍']",0,0,0,0,1,0,0,0,0,0
"<user> she's so cute ma sha allah 

may allah protect her  ❤ ",1,['❤'],0,0,0,0,0,0,0,0,1,0
"<user> relaxing with thalaivar once again.
2.0  😍  <url>",1,['😍'],0,0,1,0,0,0,0,0,0,0
<user> always liked devon - top county  😊,1,['😊'],0,0,0,0,1,0,0,0,0,0
facts  😂  😂  😂,1,"['😂', '😂', '😂']",1,0,0,0,0,0,0,0,0,0
lmao  😂  definitely a winner  👍,1,"['😂', '👍']",1,0,0,0,0,0,0,0,0,0
why is friends so funny  😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
yeah cuz then they actually have to wanna be better  😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
<user> wow you changed the japanese text as well  😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
<user> lol the season is done ... have to wait for next season  😊,1,['😊'],0,0,0,0,1,0,0,0,0,0
"<user> these are helpful! i've checked the bfi archive, but will have a look at the bbc one!  😊 ",1,['😊'],0,0,0,0,1,0,0,0,0,0
i've already found husband on these streets. husbands.  😍   😍  kai my heart.,1,"['😍', '😍']",0,0,1,0,0,0,0,0,0,0
god ya'll soo pretty !!!  😍,1,['😍'],0,0,1,0,0,0,0,0,0,0
"<user> <user> <user> ""you fools!""  😂   😂   😂 ",1,"['😂', '😂', '😂']",1,0,0,0,0,0,0,0,0,0
<user> where are you going?  have a safe flight!!  😊,1,['😊'],0,0,0,0,1,0,0,0,0,0
ak love love love outfitku todaay  😍  <url>,1,['😍'],0,0,1,0,0,0,0,0,0,0
"<user> haha  🙈  
mawwning sweetheart  💋  💋  ❤  ❤  😍  😊 ",1,"['🙈', '💋', '💋', '❤', '❤', '😍', '😊']",0,0,1,0,1,0,0,0,1,0
<user> <user> woojin i feel you...  😂  be patient woojin they're kids  😂   <hashtag> straykids,1,"['😂', '😂']",1,0,0,0,0,0,0,0,0,0
"<user> wow. you ""old timer"" you! lol  😂 ",1,['😂'],1,0,0,0,0,0,0,0,0,0
<user> thanks for the tweet  😊,1,['😊'],0,0,0,0,1,0,0,0,0,0
<user> stay blessed sir  😍,1,['😍'],0,0,1,0,0,0,0,0,0,0
<user> the only meat ill be getting today thanks to sasha  😂  thanks salty <url>,1,['😂'],1,0,0,0,0,0,0,0,0,0
good evening  😍,1,['😍'],0,0,1,0,0,0,0,0,0,0
<user> <user>  😂   😂   😂   😂   😂   😂   😂   😂   😂   😂   😂   😂  he cheats and gets angry wow  😂  😂,1,"['😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂']",1,0,0,0,0,0,0,0,0,0
<user> <user> count me in  😊,1,['😊'],0,0,0,0,1,0,0,0,0,0
<user> <user> always lovely!  😍  <url>,1,['😍'],0,0,1,0,0,0,0,0,0,0
"<user> you're heart is soo big  💗 

thank you  😊  for being you.",1,"['💗', '😊']",0,0,0,0,1,0,0,0,0,0
<user> <user>  😂  😂  😂  say no more  🙈,1,"['😂', '😂', '😂', '🙈']",1,0,0,0,0,0,0,0,0,0
<user> hahaha  hutaki  for  the people by the people  😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
<user> ur birthday tomorrow  ❤  happy birthday maria  🎂   😘,1,"['❤', '🎂', '😘']",0,0,0,0,0,0,0,0,1,0
<user> thanks  😊  2 more assignments to go and i've nearly finished one of them. can't believe i've made it through,1,['😊'],0,0,0,0,1,0,0,0,0,0
one of my fav mag. cover <user>  😍  💙,1,"['😍', '💙']",0,0,1,0,0,0,0,0,0,0
<user> love it ! only use for bananas . eugh !!  😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
<user> you honestly do not need wigs  😐  short hair does the things  😍  😍,1,"['😐', '😍', '😍']",0,0,1,0,0,0,0,0,0,0
<user> true.  😍,1,['😍'],0,0,1,0,0,0,0,0,0,0
<hashtag> ab6ix2ndwin  <hashtag> breathe2ndwin yes they deserve this and a lot more. congrats boys!!!  ❤,1,['❤'],0,0,0,0,0,0,0,0,1,0
<user> yoo  😂  😂  😂  😂  shit used to smack though  💀,1,"['😂', '😂', '😂', '😂', '💀']",1,0,0,0,0,0,0,0,0,0
"<user> very normal..  😊  😊 
we need to co exist in peace.  😂 ",1,"['😊', '😊', '😂']",1,0,0,0,1,0,0,0,0,0
<user> <user> <user> so handsome dj <user>  😍,1,['😍'],0,0,1,0,0,0,0,0,0,0
"i want them to do wooloo like they did furfrou. different colors, designs and aesthetics for the wool.  😍 ",1,['😍'],0,0,1,0,0,0,0,0,0,0
<user> yaayy i got a new cid for a hrs car ride 😍  😍  love all ur vids <user> <url>,1,"['😍', '😍']",0,0,1,0,0,0,0,0,0,0
<user> well done.  😊,1,['😊'],0,0,0,0,1,0,0,0,0,0
"<user> wait, he got a milkshake thrown at him and trump supporters are violent? this a joke right? 😂  😂  <url>",1,"['😂', '😂']",1,0,0,0,0,0,0,0,0,0
<user> what did i sat? 😂  it took two days 😂  <url>,1,"['😂', '😂']",1,0,0,0,0,0,0,0,0,0
happy eid  😍,1,['😍'],0,0,1,0,0,0,0,0,0,0
<user> so true  😭  stanning him is the best gift  💕,1,"['😭', '💕']",0,1,0,0,0,0,0,0,0,0
<user> selamat hari raya aidilfitri everyone  🎉  may this syawal bring happiness and joy in your life  😊,1,"['🎉', '😊']",0,0,0,0,1,0,0,0,0,0
true  😊,1,['😊'],0,0,0,0,1,0,0,0,0,0
<user> their smiles make us smile  😍  🙌  happy  <hashtag> nationalsmileday to our bbs <user>  ✨   <hashtag> bts  <hashtag> btsarmy <url>,1,"['😍', '🙌', '✨']",0,0,1,0,0,0,0,0,0,0
<user> sacrifice for me always  😊   <hashtag> goddess  <hashtag> bdsm  <hashtag> pvc  <hashtag> dom <url>,1,['😊'],0,0,0,0,1,0,0,0,0,0
<user> selamat hari rayaa  ✨  omgg so cute.  btw i can pair w your ashley  😂,1,"['✨', '😂']",1,0,0,0,0,0,0,0,0,0
<user> i don't think you would know it i can't give you anything but love.aunt norah x x x x x x x x x  😎   😍  x x x x x x x x x x,1,"['😎', '😍']",0,0,1,0,0,0,0,0,0,0
you're a monster tom: me: thank you  😊,1,['😊'],0,0,0,0,1,0,0,0,0,0
<user> these posts always make me smile. your day ending as mine begins  😊,1,['😊'],0,0,0,0,1,0,0,0,0,0
"<user> naddie so pretty tonite at dr. aivee's emsculpt event  😍 

 <hashtag> indak060719 

 <url>",1,['😍'],0,0,1,0,0,0,0,0,0,0
"summary of tuhday!!!  ❤  thank you, hapee persxz!!  😘  <url>",1,"['❤', '😘']",0,0,0,0,0,0,0,0,1,0
" 😂 
scratch and win",1,['😂'],1,0,0,0,0,0,0,0,0,0
"eid mubarak!  ❤ 
meethi eid is such a blessing! smile to all.  😊 
 <hashtag> eidmubarak",1,"['❤', '😊']",0,0,0,0,1,0,0,0,1,0
<user> thank you blancs  😘  magiging teacher kita  💪  soon lpt's  😊,1,"['😘', '💪', '😊']",0,0,0,0,1,0,0,0,0,0
<user> wow he got the tim burton sleeves covered up  😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
<user> thanks nick!  😊,1,['😊'],0,0,0,0,1,0,0,0,0,0
"<user>  👐  intelligent
 👐  strict
  👐 easy to be with
 👐 positive as always.
halong mag uli kelvs!  ❤  god bless you always :)",1,"['👐', '👐', '👐', '👐', '❤']",0,0,0,0,0,0,0,0,1,0
me meo  😂  😂  😂,1,"['😂', '😂', '😂']",1,0,0,0,0,0,0,0,0,0
"father's day is just around the corner!

check out our dad shirts perfect for your gift for dad  😊 

dm for orders 💖  <url>",1,"['😊', '💖']",0,0,0,0,1,0,0,0,0,0
<user> thought you may like that  😂   😂  😂  😏  😏  😏  😏  😘  😘  😘  😘  😘  <url>,1,"['😂', '😂', '😂', '😏', '😏', '😏', '😏', '😘', '😘', '😘', '😘', '😘']",1,0,0,0,0,0,0,0,0,0
<user> <user> and wonder why the shit was ehh  😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
like what the good doggy  😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
my dms and messenger are open for you to ask.  😊,1,['😊'],0,0,0,0,1,0,0,0,0,0
"<user> eid mubarak  💙  👀 
may allah pak bless u and ur whole family with great happiness and prosperity  😍 ",1,"['💙', '👀', '😍']",0,0,1,0,0,0,0,0,0,0
<user> i smell super bong ver. 2  😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
new music coming soon  😊,1,['😊'],0,0,0,0,1,0,0,0,0,0
😂  😂  😂  you s/o for this,1,"['😂', '😂', '😂']",1,0,0,0,0,0,0,0,0,0
lrt minhyuk is so beautiful  😍,1,['😍'],0,0,1,0,0,0,0,0,0,0
wow i got saturday and sunday off wow  😍,1,['😍'],0,0,1,0,0,0,0,0,0,0
athenry heritage centre  😊  <url>,1,['😊'],0,0,0,0,1,0,0,0,0,0
damn!!!!  😘   🍆  💦   😍  <url>,1,"['😘', '🍆', '💦', '😍']",0,0,1,0,0,0,0,0,0,0
<user> can order until tomorrow  😊   💜  <url>,1,"['😊', '💜']",0,0,0,0,1,0,0,0,0,0
<user>  😂   😂   😂  never,1,"['😂', '😂', '😂']",1,0,0,0,0,0,0,0,0,0
the word f**king at this time of the day on <user>  😯  ..tut tut  😂  😂    <hashtag> dday75thanniversary  <hashtag> atributetoheroes  <hashtag> dday75,1,"['😯', '😂', '😂']",1,0,0,0,0,0,0,0,0,0
<user> yeah there are some beauties on there  😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
"<user> wow, that's a blast from the past!!  😂 ",1,['😂'],1,0,0,0,0,0,0,0,0,0
beauty  😍  😍  😍  😍,1,"['😍', '😍', '😍', '😍']",0,0,1,0,0,0,0,0,0,0
<user> <user> <user> <user> my friend. keep quiet  😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
"eid means happy, eid means happiness
eid means forgetting a new youth  😍 
happy eid ul fitr! ❤  <url>",1,"['😍', '❤']",0,0,1,0,0,0,0,0,1,0
"<user> bin's face be like, keep smiling and pretend that you don't see it.  😂  <url>",1,['😂'],1,0,0,0,0,0,0,0,0,0
"congratulations on buying 7 million followers  😂 

can you buy 'rts' ?
they are only 1200  😈 ",1,"['😂', '😈']",1,0,0,0,0,0,0,0,0,0
my favorite anime movie  😍,1,['😍'],0,0,1,0,0,0,0,0,0,0
"<user> i really love the story about, their love is unconditional, yeah  😂  well for now maybe i only need working partner haha",1,['😂'],1,0,0,0,0,0,0,0,0,0
<user> you can always catch me live on insta  😊  <url>,1,['😊'],0,0,0,0,1,0,0,0,0,0
"<user> awestruck we fall to our knees as we humbly proclaim, you are amazing, god.  ❤ ",1,['❤'],0,0,0,0,0,0,0,0,1,0
hello  😊,1,['😊'],0,0,0,0,1,0,0,0,0,0
<user> love this on you. it frames your face so well  😍,1,['😍'],0,0,1,0,0,0,0,0,0,0
<user> yes!! i need to watch this today  😍,1,['😍'],0,0,1,0,0,0,0,0,0,0
<user> i love that he fan boys over his wife  😍,1,['😍'],0,0,1,0,0,0,0,0,0,0
"<user> save your legs  😂 

<url>",1,['😂'],1,0,0,0,0,0,0,0,0,0
<user> using this in the future..  😂   😂  <url>,1,"['😂', '😂']",1,0,0,0,0,0,0,0,0,0
<user> <user> yeye enjoy  😊,1,['😊'],0,0,0,0,1,0,0,0,0,0
<user> <user> the name is nice but i'm yet to get the deep meaning. body of god or part of god  😂  mi o understand,1,['😂'],1,0,0,0,0,0,0,0,0,0
<user> good luck  ❤  thank you for everything,1,['❤'],0,0,0,0,0,0,0,0,1,0
<user> <user> you sexy  😍,1,['😍'],0,0,1,0,0,0,0,0,0,0
good evening  😊,1,['😊'],0,0,0,0,1,0,0,0,0,0
<user> lmao 3am in ph  😂  goodbye for now sleep <url>,1,['😂'],1,0,0,0,0,0,0,0,0,0
"if there was a world award for adapting zimbabweans would definitely take it, closely followed by nigerians  😂 ",1,['😂'],1,0,0,0,0,0,0,0,0,0
thank you lord sa clear skin hahaha  ❤,1,['❤'],0,0,0,0,0,0,0,0,1,0
<user> super luxury beauty treats!  <hashtag> winitwednesday  😊,1,['😊'],0,0,0,0,1,0,0,0,0,0
<user> sometimes a friend is all you need  😍  <url>,1,['😍'],0,0,1,0,0,0,0,0,0,0
<user> eat ketupat with rendang and we celebrate eid mubarak  😊,1,['😊'],0,0,0,0,1,0,0,0,0,0
<user> gracias por el aviso. lmaao ( love you google)  😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
pretty good read from my friend  😊,1,['😊'],0,0,0,0,1,0,0,0,0,0
<user> yeah think given replies it's definitely william!  😂  how did i not see that. i was <url>,1,['😂'],1,0,0,0,0,0,0,0,0,0
"<user> shushh we are all in one fandom and fellow creators, gotta support!!  😍 ",1,['😍'],0,0,1,0,0,0,0,0,0,0
<user> <user> <user> there is no form. just join the cafe  😉  easy 123  😊,1,"['😉', '😊']",0,0,0,0,1,0,0,0,0,0
<user> lol have a little faith in me at least  😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
<user> he shakes his head like he agrees with him at a minute  😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
<user> good morning it's 1:30am  😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
wtf this gif?  😂  😂  😂  😂  cute af.,1,"['😂', '😂', '😂', '😂']",1,0,0,0,0,0,0,0,0,0
you wont die in jesus name 😂  las las na me go come pay your bride price cause i love beautiful women 😂,1,"['😂', '😂']",1,0,0,0,0,0,0,0,0,0
<user> awesome love  ❤,1,['❤'],0,0,0,0,0,0,0,0,1,0
<user> lmao idk what bro was thinking  😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
"<user> <user> <user> <user> <user> <user> <user> <user> thank you, mary!  😊 ",1,['😊'],0,0,0,0,1,0,0,0,0,0
"<user> hey, nonton aladdin yuk?  😊 ",1,['😊'],0,0,0,0,1,0,0,0,0,0
<user> <user> a beauty  😍,1,['😍'],0,0,1,0,0,0,0,0,0,0
<user> teamnavyblue  😊  <url>,1,['😊'],0,0,0,0,1,0,0,0,0,0
<user> the next john lloyd cruz and bea alonzo  😊  remake ng one more chance please <url>,1,['😊'],0,0,0,0,1,0,0,0,0,0
"follow everyone who retweets this

[   😀    😁    😂  ]
 <hashtag> gainalex
 <hashtag> josigains",1,"['😀', '😁', '😂']",1,0,0,0,0,0,0,0,0,0
<user> <user>  😂  i look like i just had mediocre sex i really need to fix my face while i'm playing,1,['😂'],1,0,0,0,0,0,0,0,0,0
<user> lmao my future kid forsure  😂  <url>,1,['😂'],1,0,0,0,0,0,0,0,0,0
<user> you are so pretty omg  ❤   😘,1,"['❤', '😘']",0,0,0,0,0,0,0,0,1,0
<user> cutest bab!  😂  <url>,1,['😂'],1,0,0,0,0,0,0,0,0,0
<user> scream if you want to go faster..... 😂   😂   😂    <url>,1,"['😂', '😂', '😂']",1,0,0,0,0,0,0,0,0,0
<user> prettiest  😍   <hashtag> songhyekyo <url>,1,['😍'],0,0,1,0,0,0,0,0,0,0
<user> it sure was.  😊,1,['😊'],0,0,0,0,1,0,0,0,0,0
okay this is my favorite video! whoever did this is a genius  😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
