Tweet,Label,Emoji,Text,Emoji Description,Emoji Description Indonesia
"Satu tahun yang lalu saya hampir mati, tetapi dunia tidak bisa menyingkirkan saya. 😬 https://t.co/yup5t92cgi",1,😬,satu tahun yang lalu saya hampir mati tetapi dunia tidak bisa menyingkirkan saya  ,grimacing face,wajah meringis
Kami kacau pelacur itu #lastnight #dambamway #〽️🅱️🅰️〽️G🅰️🆖 #josephinelounge tadi malam menyala… https://t.co/7ckwpuu3nv,1,〽🅱🅰〽🅰🆖,kami kacau pelacur itu lastnight dambamway ️️️️g️ josephinelounge tadi malam menyala… ,part alternation markB button (blood type)A button (blood type)part alternation markA button (blood type)NG button,bagian pergantian tombol markb (tipe darah) tombol (tipe darah) bagian pergantian tombol marka (tipe darah) tombol ng
Kacau lenganku sangat buruk dari sekrup di kursiku 🙃,1,🙃,kacau lenganku sangat buruk dari sekrup di kursiku ,upside down face,wajah terbalik
Ini aib sialan 😡 @eddiehearn https://t.co/ijdugoewt9,1,😡,ini aib sialan   ,enraged face,wajah yang marah
Anda bercinta dengan satu orang atau bahkan jika perhatian Anda hanya pada mereka .. Jangan beralih & membuat orang itu terlihat bodoh. 💯,1,💯,anda bercinta dengan satu orang atau bahkan jika perhatian anda hanya pada mereka  jangan beralih  membuat orang itu terlihat bodoh ,hundred points,seratus poin
Pelacur membenciku. Saya berharap mereka akan mengatakannya ketika saya melihat mereka 🤷🏽‍️,1,🤷🏽,pelacur membenciku saya berharap mereka akan mengatakannya ketika saya melihat mereka ‍️,person shrugging medium skin tone,orang mengangkat warna kulit sedang
RT @ogbeni_opa: Saya bertanya -tanya mengapa @pabloayodeji mengunci tweet -nya. Ini adalah kesempatan sialan Bruh. Tetap Bangun! 😂,1,😂,  saya bertanya tanya mengapa  mengunci tweet nya ini adalah kesempatan sialan bruh tetap bangun ,face with tears of joy,wajah dengan air mata sukacita
Aku sangat membenci pantat ratchet memphis hoessss‼ ️‼ ️‼ ️‼ ️,1,‼‼‼‼,aku sangat membenci pantat ratchet memphis hoessss ️ ️ ️ ️,double exclamation markdouble exclamation markdouble exclamation markdouble exclamation mark,seru ganda Markdouble seru tanda seru Markdouble Markdouble
Saat aku mengira aku hanya perlu khawatir tentang Bambam mendaftar di Thailand juga dan sekarang 😭 https://t.co/nkmrzpc86o,1,😭,saat aku mengira aku hanya perlu khawatir tentang bambam mendaftar di thailand juga dan sekarang  ,loudly crying face,Wajah menangis dengan keras
"RT @ortizv95_: Saya benci ditanyai! talmbout ""wya?"" jalang bukan denganmu .. 😐",1,😐,  saya benci ditanyai talmbout wya jalang bukan denganmu  ,neutral face,wajah netral
Hal terburuk di dunia adalah terasa seperti omong kosong dan tidak memiliki ibumu untuk pergi dan melampiaskan ke😞💔,1,😞💔,hal terburuk di dunia adalah terasa seperti omong kosong dan tidak memiliki ibumu untuk pergi dan melampiaskan ke,disappointed facebroken heart,Hati Facebraken yang kecewa
RT @IZZYMSDOOR: Saya sangat meninggal😂😂😂😂😂😂💀💀💀 https://t.co/u8q6juax0o,1,😂😂😂😂😂😂💀💀💀,  saya sangat meninggal ,face with tears of joyface with tears of joyface with tears of joyface with tears of joyface with tears of joyface with tears of joyskullskullskull,wajah dengan air mata joyface dengan air mata joyface dengan air mata joyface dengan air mata joyface dengan air mata joyface dengan air mata joyskullskullskull
YA!!! Joan itu sangat mengagumkan !!! 🤗🤗🤗 https://t.co/rhfazlogt3,1,🤗🤗🤗,ya joan itu sangat mengagumkan   ,smiling face with open handssmiling face with open handssmiling face with open hands,wajah tersenyum dengan wajah terbuka tangan dengan wajah terbuka dengan tangan terbuka dengan tangan terbuka
"nigga kamu melanggar buggin, bercinta kamu lil cangkul kamu jelek 🖕🏽",1,🖕🏽,nigga kamu melanggar buggin bercinta kamu lil cangkul kamu jelek ,middle finger medium skin tone,Nada kulit sedang jari tengah
"Pria bodoh ini hanya bertanya, ""Jadi bisakah aku mengajakmu makan setelah kelas?"" Saya berkata ""uhh tidak, saya tidak hanya bergaul dengan anak laki -laki"" ""Saya seorang pria tho"" 😂😂",1,😂😂,pria bodoh ini hanya bertanya jadi bisakah aku mengajakmu makan setelah kelas saya berkata uhh tidak saya tidak hanya bergaul dengan anak laki laki saya seorang pria tho ,face with tears of joyface with tears of joy,wajah dengan air mata kegembiraan dengan air mata sukacita
Bahkan saya tahu bahwa itu kacau 😭 https://t.co/zf3yuxb4hc,1,😭,bahkan saya tahu bahwa itu kacau  ,loudly crying face,Wajah menangis dengan keras
Aku benar -benar benci bagaimana Mayorga memanggilku dengan nama pemerintahku🤦🏻‍♂️😂,1,🤦🏻♂😂,aku benar benar benci bagaimana mayorga memanggilku dengan nama pemerintahku‍️,person facepalming light skin tonemale signface with tears of joy,orang facepalming kulit tonemale tonemale Signface dengan air mata sukacita
RT @violetandkayden: Juga. Kami ingin berteman! Komunitas camming di sini sepertinya sangat rad 😍,1,😍,  juga kami ingin berteman komunitas camming di sini sepertinya sangat rad ,smiling face with heart eyes,wajah tersenyum dengan mata hati
"Narrrrrr Get Out telah meniduri kepalaku, film yang sangat gila 🤦🏻‍️",1,🤦🏻,narrrrrr get out telah meniduri kepalaku film yang sangat gila ‍️,person facepalming light skin tone,orang facepalming warna kulit ringan
Agak benci bahwa itu turun salju tapi saya tidak punya pekerjaan hari ini jadi saya bercinta dengan itu 👌,1,👌,agak benci bahwa itu turun salju tapi saya tidak punya pekerjaan hari ini jadi saya bercinta dengan itu ,OK hand,OK Tangan
😭😭😭 nah fr tho bad Singing Ass https://t.co/lzwfvrr0uk,1,😭😭😭, nah fr tho bad singing ass ,loudly crying faceloudly crying faceloudly crying face,menangis dengan keras dengan wajah menangis wajah menangis
Sialan dia buruk ✔️ #gangsta #biginksavage #savagenation https://t.co/hz5ylypsdi,1,✔,sialan dia buruk ️ gangsta biginksavage savagenation ,check mark,cawang
"RT @baekyeolangst: Baekhyun mendapat kelumpuhan tidur? !!! ?? Sialan itu yang terburuk😭 aku benci kelumpuhan tidur, kuharap itu tidak terjadi juga dari ...",1,😭,  baekhyun mendapat kelumpuhan tidur   sialan itu yang terburuk aku benci kelumpuhan tidur kuharap itu tidak terjadi juga dari ,loudly crying face,Wajah menangis dengan keras
Rt @_hunny4real: moe memiliki niggas jocin buruk onna gram😂😂😂 https://t.co/mtx6zthgg5,1,😂😂😂,  moe memiliki niggas jocin buruk onna gram ,face with tears of joyface with tears of joyface with tears of joy,wajah dengan air mata kegembiraan dengan air mata kegembiraan dengan air mata sukacita
RT @Abbeya: Gatekeeper sialan .... 😒 #WWNSUPERSHOW,1,😒,  gatekeeper sialan   wwnsupershow,unamused face,wajah yang tidak biasa
@williamlegate @realdonaldtrump @whiteHouse Saya ingin tahu apakah Anda memiliki sesuatu untuk dikatakan tentang Obamas 9.9 triliun yang ditambahkan ke defacet kami 🗯,1,🗯,   saya ingin tahu apakah anda memiliki sesuatu untuk dikatakan tentang obamas  triliun yang ditambahkan ke defacet kami ,right anger bubble,Gelembung kemarahan yang tepat
"@_Nofilter_ Saya berbohong 😂😭 Bitches ini delusi & niggas ini rusak tapi hei Anda keren, saya fwu😭😘",1,😂😭😭😘, saya berbohong  bitches ini delusi  niggas ini rusak tapi hei anda keren saya fwu,face with tears of joyloudly crying faceloudly crying faceface blowing a kiss,wajah dengan air mata menangis dengan hati -hati menangis
RT @BlackFreaks69: Seperti apa penari telanjang 👀👀 https://t.co/9sp0rsgqg3,1,👀👀,  seperti apa penari telanjang  ,eyeseyes,Eyeseyes
Selamat pagi ☀️No lupa kami doggie ramah di lantai bawah 🐶💕 #townhouse62 #preston 😁 @bidpreston @blogpreston ... https://t.co/wn3nfwo7sp,1,☀🐶💕😁,selamat pagi ️no lupa kami doggie ramah di lantai bawah  townhouse preston     ,sundog facetwo heartsbeaming face with smiling eyes,sundog facetwo heartsbeaming face dengan mata tersenyum
Rt @slaylynn: 🗣Aku letakkan MFS sebelum diriku sendiri di situlah aku kacau di 💯,1,🗣💯,  aku letakkan mfs sebelum diriku sendiri di situlah aku kacau di ,speaking headhundred points,berbicara headhundred poin
Van yooooo mendapatkan slip sapi sapi silvet ass sakit ini onnnnssssss 💦💦💦💦👅👅👅👅,1,💦💦💦💦👅👅👅👅,van yooooo mendapatkan slip sapi sapi silvet ass sakit ini onnnnssssss ,sweat dropletssweat dropletssweat dropletssweat dropletstonguetonguetonguetongue,Dropletssweat Dropletssweat Dropletssweat Dropletstonguetonguetonguetongue
"Aku bosan dengan misionaris ingin melihatmu di wajahmu, memasang pantat itu di udara aku mencintai bagaimana rasanya vagina itu 🔥",1,🔥,aku bosan dengan misionaris ingin melihatmu di wajahmu memasang pantat itu di udara aku mencintai bagaimana rasanya vagina itu ,fire,api
RT @rabbitrun30: #shemale #tranny #tgirl #trans #ts #ladyboy #travesti🔥🍯💦💦 yasmin lee fucking dan cumming https://t.co/irdgsmtv1y,1,🔥🍯💦💦,  shemale tranny tgirl trans ts ladyboy travesti yasmin lee fucking dan cumming ,firehoney potsweat dropletssweat droplets,Tetesan tetesan Potsweat Firehoney
RT @ImasturbateVids: Kiriman keledai lainnya Tambahkan ke Snapchat - LustySnap😚 https://t.co/eba7wumijd,1,😚,  kiriman keledai lainnya tambahkan ke snapchat  lustysnap ,kissing face with closed eyes,mencium wajah dengan mata tertutup
Aku ingin menghancurkan wajah sialanmu di bawah buldoser 😍,1,😍,aku ingin menghancurkan wajah sialanmu di bawah buldoser ,smiling face with heart eyes,wajah tersenyum dengan mata hati
📷 I wanna climb him like👏 a 👏 fucking 👏 tree 👏 https://t.co/diVMpw8EMk,1,📷👏👏👏👏, i wanna climb him like a  fucking  tree  ,cameraclapping handsclapping handsclapping handsclapping hands,cameraclapping tangan tangan tangan genggam tangan tangan tangan
"IDC Jika saya berhenti bercinta dengan Anda, semua yang Anda katakan kepada saya akan selalu tinggal di antara kami 💯💯.",1,💯💯,idc jika saya berhenti bercinta dengan anda semua yang anda katakan kepada saya akan selalu tinggal di antara kami ,hundred pointshundred points,seratus poin ratus poin
"Lihatlah bajingan yang pemarah ini, lihat saja dia. 😍 #MCM https://t.co/22px0sgahk",1,😍,lihatlah bajingan yang pemarah ini lihat saja dia  mcm ,smiling face with heart eyes,wajah tersenyum dengan mata hati
@Trobinsonnewera pembunuh brutal mereka akan terbakar di neraka untuk tindakan 🔥🔥🔥,1,🔥🔥🔥, pembunuh brutal mereka akan terbakar di neraka untuk tindakan ,firefirefire,Firefirefire
RT @nawidpopal47: @kumar509510 @jose_alvarellos @popal_ahmed @jkanoam @seananners32 @simsimmysimsim nigga hella ugly 😂😂,1,😂😂,        nigga hella ugly ,face with tears of joyface with tears of joy,wajah dengan air mata kegembiraan dengan air mata sukacita
Bitch Finna Anda menjadi hati yang dingin sekarang 😈😌 😈😌,1,😈😌😈😌,bitch finna anda menjadi hati yang dingin sekarang  ,smiling face with hornsrelieved facesmiling face with hornsrelieved face,wajah tersenyum dengan wajah pelapis wajah yang dikelilingi tanduk dengan wajah tanduk
RT @lilwinc: Jangan pernah membenci nigga yang mendapatkan uangnya🤦🏽‍♂️5️⃣💯,1,🤦🏽♂💯,  jangan pernah membenci nigga yang mendapatkan uangnya‍️️⃣,person facepalming medium skin tonemale signhundred points,orang facepalming medium kulit tonemale tonemale poin
@Jameswil1975 @strictlicc @xxburns24xx @isecurethebag @xavier82128417 @syco_lyric Saya selalu ingin marcus sialan dengan pakaian biker 🖕🖕🖕,1,🖕🖕🖕,      saya selalu ingin marcus sialan dengan pakaian biker ,middle fingermiddle fingermiddle finger,Jari jari tengah fingermiddle
@c4llum itu sakit sialan dimana kamu mendapatkan penampilan pengontrol xb1🔥,1,🔥, itu sakit sialan dimana kamu mendapatkan penampilan pengontrol xb,fire,api
RT @PrincessDolant: Saya akan pergi ke dokter gigi dan saya sangat stres 😩,1,😩,  saya akan pergi ke dokter gigi dan saya sangat stres ,weary face,wajah yang lelah
RT @ACE_VENTURA9: Benci jenis pelacur ini 🤦🏽‍♂ogres https://t.co/k7zooyfrdp,1,🤦🏽♂,  benci jenis pelacur ini ‍ogres ,person facepalming medium skin tonemale sign,orang facepalming medium skin tonemale tanda
OMG 🤦🏽‍️ Ya! Saya takut berkomitmen kepada siapa pun di sana. Niggas jadi perdagangan 😭 https://t.co/gikduf7igq,1,🤦🏽😭,omg ‍️ ya saya takut berkomitmen kepada siapa pun di sana niggas jadi perdagangan  ,person facepalming medium skin toneloudly crying face,orang facepalming kulit sedang toneloudly menangis wajah
"@Kolusola neraka berdarah kevin, drum udara tidak melakukan hal buruk bagi Anda 😂 https://t.co/imzfnlex0e",1,😂, neraka berdarah kevin drum udara tidak melakukan hal buruk bagi anda  ,face with tears of joy,wajah dengan air mata sukacita
@canehdianx3 saya lakukan! Saya tidak mencoba siaran pantat itik saya yang jelek,1,, saya lakukan saya tidak mencoba siaran pantat itik saya yang jelek,,
Dia bilang dia tidak menginginkanku jadi aku meniduri temannya 🤷🏼‍♂️,1,🤷🏼♂,dia bilang dia tidak menginginkanku jadi aku meniduri temannya ‍️,person shrugging medium light skin tonemale sign,orang mengangkat tanda tonemale kulit cahaya sedang
"Aku benci di mana pun seorang fuckboy mengatakan sesuatu yang konyol di Twitter dan wanita memanggilnya untuk itu, kita ""Thots adalah siapa dalam perasaan kita."" 🙄",1,🙄,aku benci di mana pun seorang fuckboy mengatakan sesuatu yang konyol di twitter dan wanita memanggilnya untuk itu kita thots adalah siapa dalam perasaan kita ,face with rolling eyes,wajah dengan mata bergulir
Saya sialan lemah lemah 😭😭😭😭💀💀💀💀💀💀💀💀 https://t.co/xppzho1h5z,1,😭😭😭😭💀💀💀💀💀💀💀💀,saya sialan lemah lemah  ,loudly crying faceloudly crying faceloudly crying faceloudly crying faceskullskullskullskullskullskullskullskull,Menangis dengan keras dengan wajah menangis dengan mudah menangis dengan wajah menangis wajah -wajah Faceskullskullskullskullskullskullskullskull
@Gascholisa @purplethehippo1 @ringleader1010 @lunaa2728 @herberttiina @heresdaryl @myluvtonorman @sofy__007 Ya saya juga. Aku benci itu 😭😩😡,1,😭😩😡,        ya saya juga aku benci itu ,loudly crying faceweary faceenraged face,Wajah Facearraged Facewear yang Menangis
@kordlessbby @southernxbell lmao kenapa kamu kentut di wajah cantik bro lolol dia tampak baik 😂,1,😂,  lmao kenapa kamu kentut di wajah cantik bro lolol dia tampak baik ,face with tears of joy,wajah dengan air mata sukacita
RT @808Lilglock: Dewa jelek stompin niggas😭 https://t.co/oobfryxggy,1,😭,  dewa jelek stompin niggas ,loudly crying face,Wajah menangis dengan keras
"📷 Niftynudeguys: Sialan, pacar Anda bisa melakukan semuanya. Ini adalah satu -satunya cara saya akan teratas",1,📷, niftynudeguys sialan pacar anda bisa melakukan semuanya ini adalah satu satunya cara saya akan teratas,camera,kamera
@Alexanovaxxx Ini adalah makan siang Anda hari ini🍌🍔🌭 bon appetit fucking slut🤗😎😉 yummy? 🤔 https://t.co/1z6chfoym2,1,🍌🍔🌭🤗😎😉🤔, ini adalah makan siang anda hari ini bon appetit fucking slut yummy  ,bananahamburgerhot dogsmiling face with open handssmiling face with sunglasseswinking facethinking face,BANANAHAMBURGERHOT FACMILMILE DOGSMILE WAJAH DENGAN WAJAH TANGGUNG JAUH DENGAN KINGAS WAJA YANG TINGKATKAN
im sialan screaminnggg‼ ️😂😂😂😂😂😂😂😂😂😂😩 https://t.co/py82xwaimj,1,‼😂😂😂😂😂😂😂😂😂😂😩,im sialan screaminnggg ️ ,double exclamation markface with tears of joyface with tears of joyface with tears of joyface with tears of joyface with tears of joyface with tears of joyface with tears of joyface with tears of joyface with tears of joyface with tears of joyweary face,seru ganda Markface dengan air mata joyface dengan air mata joyface dengan air mata joyface dengan air mata joyface dengan air mata joyface dengan air mata joyface dengan air mata joyface dengan air mata joyface dengan air mata joyface dengan air mata joywear face
